account_id,customer_id,account_type,currency,balance,opened_date,status,recalculated_balance
ACC_000060,CUST_00145,savings,EUR,7337.23,2021-08-26,closed,4246.89
ACC_000061,CUST_00293,savings,GBP,5493.21,2025-03-27,suspended,3257.86
ACC_000062,CUST_02495,savings,USD,6173.96,2025-05-24,suspended,11201.59
ACC_000063,CUST_03737,checking,EUR,14155.13,2025-02-19,active,7939.969999999999
ACC_000064,CUST_01826,checking,EUR,5724.8,2023-06-15,suspended,7593.360000000001
ACC_000065,CUST_04914,checking,USD,506.72,2024-10-09,suspended,11829.3
ACC_000066,CUST_99999,checking,GBP,4407.74,2021-05-20,active,2181.95
ACC_000067,CUST_01816,savings,EUR,4068.42,2024-07-06,closed,5024.78
ACC_000068,CUST_02391,checking,USD,4205.62,2025-07-12,active,5261.150000000001
ACC_000069,CUST_00375,savings,EUR,7860.33,2021-04-30,active,5169.32
ACC_000070,CUST_03352,savings,EUR,8391.77,2022-08-16,suspended,4251.04
ACC_000071,CUST_01604,savings,GBP,4683.09,2025-12-06,closed,10597.94
ACC_000072,CUST_01766,checking,GBP,824.38,2024-11-05,suspended,5370.72
ACC_000073,CUST_02768,savings,EUR,5297.29,2022-06-05,active,2505.69
ACC_000074,CUST_04823,savings,EUR,3369.83,2025-02-03,closed,4359.86
ACC_000075,CUST_04827,savings,EUR,5631.21,2022-03-09,active,8708.8
ACC_000076,CUST_04344,savings,USD,4637.11,2023-05-27,closed,8622.49
ACC_000077,CUST_04793,checking,USD,8649.07,2022-07-29,active,6762.29
ACC_000078,CUST_04739,savings,USD,5824.42,2022-06-16,active,13121.89
ACC_000079,CUST_99999,checking,USD,3379.43,2025-12-26,suspended,5418.05
ACC_000080,CUST_04965,checking,USD,843.4,2021-02-21,closed,15313.91
ACC_000081,CUST_03429,savings,EUR,4855.96,2021-12-25,closed,1255.48
ACC_000082,CUST_02808,checking,EUR,4866.69,2023-09-17,active,2757.4700000000003
ACC_000083,CUST_01131,checking,USD,,2021-08-23,suspended,3445.88
ACC_000084,CUST_04196,checking,USD,7325.97,2025-02-06,suspended,4563.07
ACC_000085,CUST_02571,savings,GBP,851.66,2023-03-11,active,4279.5
ACC_000086,CUST_02380,checking,USD,2712.37,2025-01-17,active,6596.45
ACC_000087,CUST_01456,checking,USD,5158.75,2025-12-30,active,6217.070000000001
ACC_000088,CUST_02885,checking,USD,3321.48,2022-09-16,suspended,9050.98
ACC_000089,CUST_03419,checking,EUR,3929.87,2026-01-17,active,3812.7
ACC_000090,CUST_04282,savings,GBP,4819.25,2022-05-26,closed,-992740.25
ACC_000091,CUST_01190,savings,USD,7057.89,2022-03-20,active,9533.46
ACC_000092,CUST_01637,checking,GBP,4698.28,2021-08-09,closed,7382.67
ACC_000093,CUST_02052,savings,GBP,-909.05,2025-10-24,suspended,3430.8
ACC_000094,CUST_02417,savings,USD,3191.61,2021-04-19,active,9568.039999999999
ACC_000095,CUST_02938,checking,GBP,6487.35,2023-06-15,suspended,7378.89
ACC_000096,CUST_04602,savings,USD,7288.02,2021-06-30,suspended,7404.26
ACC_000097,CUST_04597,checking,GBP,7453.57,2023-02-02,suspended,7824.71
ACC_000098,CUST_02356,savings,EUR,8303.53,2026-01-12,closed,1008390.97
ACC_000099,CUST_03412,checking,USD,5355.31,2025-06-01,active,3313.87
ACC_000100,CUST_00106,checking,GBP,5789.49,2024-02-24,suspended,6082.12
ACC_000101,CUST_03629,savings,USD,1958.27,2023-02-12,suspended,3687.72
ACC_000102,CUST_03012,savings,USD,-1523.73,2022-04-16,active,8280.18
ACC_000103,CUST_02409,checking,GBP,747.25,2021-04-05,suspended,6211.2300000000005
ACC_000104,CUST_00610,savings,GBP,2894.49,2022-03-05,suspended,9353.5
ACC_000105,CUST_04209,savings,EUR,920.89,2022-04-24,active,5967.58
ACC_000106,CUST_03510,checking,USD,4121.22,2025-06-14,closed,9152.69
ACC_000107,CUST_01065,savings,USD,3613.74,2021-06-21,closed,4082.73
ACC_000108,CUST_00046,checking,EUR,7813.48,2022-03-19,suspended,612.89
ACC_000109,CUST_01268,savings,GBP,2092.59,2022-08-04,closed,4640.58
ACC_000110,CUST_04889,savings,USD,5421.75,2024-08-07,suspended,4985.34
ACC_000111,CUST_02467,checking,USD,3740.7,2024-08-26,suspended,4864.3099999999995
ACC_000112,CUST_02933,savings,USD,1980.26,2023-10-06,closed,3767.1499999999996
ACC_000113,CUST_04304,savings,GBP,2816.87,2021-03-10,suspended,8186.799999999999
ACC_000114,CUST_00558,savings,EUR,-1153.78,2023-04-30,suspended,5355.78
ACC_000115,CUST_04399,checking,GBP,7245.04,2023-02-12,closed,3025.52
ACC_000116,CUST_99999,savings,USD,9206.78,2023-01-03,closed,801.4300000000001
ACC_000117,CUST_02712,checking,EUR,4197.6,2022-01-01,active,7904.47
ACC_000118,CUST_04345,checking,USD,5087.19,2022-10-23,suspended,7474.08
ACC_000119,CUST_99999,savings,USD,4112.43,2025-05-06,closed,4433.349999999999
ACC_000120,CUST_03650,savings,USD,2539.73,2023-11-02,suspended,3173.46
ACC_000121,CUST_01997,savings,USD,7114.71,2025-08-20,closed,3214.81
ACC_000122,CUST_03124,savings,EUR,5957.2,2023-08-14,closed,8631.03
ACC_000123,CUST_04425,checking,GBP,-3736.4,2022-03-05,suspended,2227.06
ACC_000124,CUST_03071,checking,EUR,1896.17,2023-10-10,active,7868.2
ACC_000125,CUST_02428,savings,EUR,-1159.18,2024-04-28,suspended,9028.47
ACC_000126,CUST_00674,savings,GBP,9666.24,2025-10-01,suspended,3217.04
ACC_000127,CUST_04368,savings,USD,4484.51,2025-12-23,active,8462.88
ACC_000128,CUST_01726,savings,USD,5722.1,2023-03-31,closed,3078.95
ACC_000129,CUST_00851,savings,USD,3940.11,2024-08-09,suspended,6801.22
ACC_000130,CUST_03565,savings,USD,8308.09,2023-09-20,suspended,4801.04
ACC_000131,CUST_01259,savings,EUR,7582.12,2024-01-11,suspended,2643.18
ACC_000132,CUST_02717,savings,GBP,4353.56,2025-01-25,active,9365.93
ACC_000133,CUST_00444,savings,EUR,10153.98,2023-08-06,suspended,1818.53
ACC_000134,CUST_00577,savings,EUR,5555.95,2022-09-03,closed,10677.49
ACC_000135,CUST_03178,checking,USD,619.62,2022-08-09,closed,11336.87
ACC_000136,CUST_99999,checking,GBP,5300.06,2021-05-24,closed,8204.64
ACC_000137,CUST_00969,savings,USD,6552.32,2023-11-27,suspended,5043.73
ACC_000138,CUST_00518,savings,USD,4600.33,2026-02-06,active,1960.8200000000002
ACC_000139,CUST_02930,savings,EUR,3765.55,2025-10-29,suspended,7907.34
ACC_000140,CUST_02468,savings,EUR,10293.08,2025-06-19,closed,4555.62
ACC_000141,CUST_03124,checking,USD,,2025-10-16,active,4392.780000000001
ACC_000142,CUST_03882,savings,USD,-3291.14,2025-11-27,active,8440.96
ACC_000143,CUST_01117,checking,USD,9857.16,2025-05-29,closed,3726.03
ACC_000144,CUST_01180,checking,USD,1321.86,2025-02-16,suspended,9688.94
ACC_000145,CUST_03056,savings,USD,4140.15,2022-09-07,suspended,4748.52
ACC_000146,CUST_01158,savings,GBP,3867.7,2023-07-17,active,6831.13
ACC_000147,CUST_04691,checking,USD,8695.25,2025-09-12,suspended,9179.94
ACC_000148,CUST_00697,checking,GBP,9304.57,2022-10-11,suspended,12087.94
ACC_000149,CUST_02816,savings,EUR,,2022-05-14,suspended,9620.210000000001
ACC_000150,CUST_04198,savings,GBP,9070.73,2024-02-14,active,5385.37
ACC_000151,CUST_01808,checking,GBP,9015.23,2023-01-22,active,4894.07
ACC_000152,CUST_01485,savings,USD,5058.06,2025-12-04,closed,10240.53
ACC_000153,CUST_04502,savings,EUR,7797.63,2024-07-03,suspended,11569.36
ACC_000154,CUST_00551,checking,GBP,8098.49,2024-09-28,active,6729.799999999999
ACC_000155,CUST_04756,checking,EUR,4242.72,2022-06-25,closed,2794.32
ACC_000156,CUST_01050,savings,GBP,4527.3,2021-04-24,closed,6947.94
ACC_000157,CUST_00571,savings,EUR,6767.98,2021-11-03,closed,5353.53
ACC_000158,CUST_03691,checking,USD,114.43,2024-09-04,suspended,1677.3
ACC_000159,CUST_02504,savings,USD,3938.58,2022-04-18,suspended,8077.0
ACC_000160,CUST_02985,checking,EUR,1398.92,2025-01-06,active,9294.54
ACC_000161,CUST_00039,checking,GBP,,2023-03-18,active,5538.04
ACC_000162,CUST_03572,checking,EUR,3903.25,2025-08-15,active,6275.15
ACC_000163,CUST_02716,checking,EUR,5829.12,2023-11-06,closed,3708.01
ACC_000164,CUST_02938,checking,EUR,4344.76,2024-02-07,suspended,3356.67
ACC_000165,CUST_00891,savings,USD,4149.55,2025-03-04,suspended,5954.78
ACC_000166,CUST_00671,checking,GBP,5632.9,2022-04-01,suspended,9798.38
ACC_000167,CUST_01609,checking,USD,2808.07,2021-10-02,suspended,4730.7
ACC_000168,CUST_00626,savings,GBP,4404.55,2022-02-10,suspended,8546.25
ACC_000169,CUST_00255,checking,USD,4382.47,2024-04-06,active,4458.43
ACC_000170,CUST_00300,checking,USD,,2023-06-17,suspended,6801.34
ACC_000171,CUST_03867,savings,EUR,6173.17,2023-05-26,closed,10397.42
ACC_000172,CUST_01829,checking,GBP,3659.01,2023-07-15,closed,11154.800000000001
ACC_000173,CUST_04105,savings,EUR,9833.34,2024-01-02,closed,3840.85
ACC_000174,CUST_04113,savings,USD,6886.89,2024-01-13,active,1852.1299999999999
ACC_000175,CUST_01358,savings,EUR,952.07,2024-02-09,active,4994.44
ACC_000176,CUST_01467,savings,USD,,2021-08-28,suspended,7031.55
ACC_000177,CUST_03960,checking,GBP,2931.56,2021-12-31,active,10434.13
ACC_000178,CUST_99999,savings,GBP,5407.07,2022-04-17,closed,5320.22
ACC_000179,CUST_03026,savings,GBP,2806.41,2021-10-21,suspended,3359.04
ACC_000180,CUST_01693,checking,EUR,-1583.21,2025-03-11,closed,517.78
ACC_000181,CUST_03724,savings,GBP,4934.8,2024-10-02,suspended,5599.21
ACC_000182,CUST_02654,savings,USD,696.75,2023-01-03,suspended,12479.470000000001
ACC_000183,CUST_02240,checking,USD,6259.15,2025-01-23,suspended,3131.19
ACC_000184,CUST_04670,savings,EUR,5524.35,2023-08-13,suspended,7074.35
ACC_000185,CUST_03100,checking,USD,3188.35,2025-10-18,suspended,5192.35
ACC_000186,CUST_00637,checking,EUR,10476.61,2023-07-08,active,4788.19
ACC_000187,CUST_04230,checking,EUR,1282.14,2021-04-24,closed,8987.28
ACC_000188,CUST_03988,checking,USD,3126.99,2025-09-15,active,7371.39
ACC_000189,CUST_04111,savings,EUR,1637.93,2024-12-06,active,3954.78
ACC_000190,CUST_01884,savings,USD,11123.95,2021-11-30,suspended,6190.51
ACC_000191,CUST_02300,savings,GBP,9056.73,2023-07-03,active,6085.46
ACC_000192,CUST_01289,checking,USD,733.63,2021-12-31,suspended,8227.91
ACC_000193,CUST_00969,savings,EUR,2523.26,2024-03-29,closed,5210.4800000000005
ACC_000194,CUST_00928,checking,USD,2625.02,2022-02-21,closed,885.8700000000001
ACC_000195,CUST_03924,savings,USD,3347.82,2022-09-21,active,10001.27
ACC_000196,CUST_03366,savings,GBP,1871.66,2022-08-12,active,11828.41
ACC_000197,CUST_01047,savings,GBP,3182.75,2024-11-07,suspended,8855.09
ACC_000198,CUST_04199,savings,USD,8014.62,2022-09-10,active,3693.7000000000003
ACC_000199,CUST_00458,savings,EUR,10840.74,2021-05-03,active,9404.16
ACC_000200,CUST_04232,checking,USD,366.81,2024-11-20,suspended,9859.529999999999
ACC_000201,CUST_00152,checking,GBP,1876.68,2024-09-12,active,12836.19
ACC_000202,CUST_03679,checking,EUR,5640.68,2024-01-29,active,3694.53
ACC_000203,CUST_01797,checking,USD,259.08,2023-09-08,active,6486.18
ACC_000204,CUST_04773,savings,USD,5718.3,2023-07-14,suspended,1926.37
ACC_000205,CUST_04184,checking,GBP,6620.31,2024-10-17,suspended,4116.09
ACC_000206,CUST_02807,checking,USD,7101.96,2024-04-11,suspended,5182.63
ACC_000207,CUST_00563,savings,EUR,6536.43,2024-03-31,closed,9895.73
ACC_000208,CUST_01083,savings,GBP,3394.25,,active,5748.12
ACC_000209,CUST_04282,checking,GBP,4454.99,2025-08-17,suspended,12735.4
ACC_000210,CUST_00788,savings,EUR,1461.42,2022-08-31,suspended,8792.02
ACC_000211,CUST_04913,savings,USD,6393.02,2022-01-08,suspended,7507.36
ACC_000212,CUST_00962,savings,EUR,9810.08,2025-04-11,suspended,2923.1299999999997
ACC_000213,CUST_01067,savings,USD,6386.6,2024-02-06,suspended,4028.5499999999997
ACC_000214,CUST_03534,checking,EUR,2915.0,2023-10-02,active,9142.78
ACC_000215,CUST_04340,checking,GBP,7984.38,2023-01-02,closed,3724.7300000000005
ACC_000216,CUST_03123,checking,USD,12096.94,2022-08-16,suspended,6431.37
ACC_000217,CUST_04719,savings,EUR,5729.45,2023-03-15,active,4892.38
ACC_000218,CUST_02085,checking,GBP,6663.42,2024-06-15,active,5037.38
ACC_000219,CUST_02320,checking,EUR,7033.1,2022-06-09,active,5480.64
ACC_000220,CUST_00044,savings,USD,186.63,2024-02-14,suspended,2425.0899999999997
ACC_000221,CUST_00965,savings,EUR,3766.63,2024-12-31,suspended,2999.71
ACC_000222,CUST_01682,checking,EUR,3458.4,2022-01-21,closed,7090.03
ACC_000223,CUST_00873,savings,EUR,7504.6,2025-08-17,suspended,3654.21
ACC_000224,CUST_04795,checking,EUR,7155.11,2025-05-12,suspended,4040.99
ACC_000225,CUST_03469,checking,USD,4637.79,2025-02-27,closed,2102.4
ACC_000226,CUST_03255,savings,EUR,3278.37,2023-12-11,suspended,17178.45
ACC_000227,CUST_04567,checking,GBP,-59.79,2024-02-01,closed,7537.3
ACC_000228,CUST_04580,checking,EUR,4953.76,2021-10-01,closed,13678.81
ACC_000229,CUST_04732,checking,USD,2136.3,2023-02-06,closed,5664.69
ACC_000230,CUST_01131,savings,USD,1764.5,2021-05-22,active,3378.8
ACC_000231,CUST_03658,savings,GBP,7778.81,2023-11-26,active,9016.32
ACC_000232,CUST_04164,checking,EUR,7465.76,2024-04-08,suspended,3860.53
ACC_000233,CUST_00426,savings,EUR,3534.22,2024-07-24,suspended,3076.96
ACC_000234,CUST_00043,savings,GBP,292.87,2026-02-08,closed,8470.75
ACC_000235,CUST_04917,checking,GBP,2522.57,2022-01-09,active,5003.2300000000005
ACC_000236,CUST_99999,savings,EUR,7979.76,2022-02-10,active,6568.59
ACC_000237,CUST_04989,savings,USD,6403.16,2025-05-27,closed,13590.31
ACC_000238,CUST_03282,checking,USD,,2023-03-22,suspended,9820.12
ACC_000239,CUST_00470,savings,USD,5176.26,2022-11-28,closed,7647.43
ACC_000240,CUST_03596,savings,GBP,-1224.47,2021-08-15,suspended,10265.56
ACC_000241,CUST_04244,checking,GBP,-1451.57,2021-05-10,active,6082.41
ACC_000242,CUST_04911,savings,USD,10931.38,2024-05-30,active,6629.76
ACC_000243,CUST_00295,checking,GBP,6519.58,2026-01-01,suspended,7947.32
ACC_000244,CUST_00002,savings,GBP,5004.99,2023-04-25,closed,7015.6
ACC_000245,CUST_03272,checking,USD,3809.13,2023-05-15,closed,4947.03
ACC_000246,CUST_03321,savings,USD,-285.5,2024-09-09,active,4126.860000000001
ACC_000247,CUST_00562,savings,USD,7979.64,2021-08-03,closed,6057.16
ACC_000248,CUST_04580,checking,EUR,1589.33,2022-11-17,closed,2463.45
ACC_000249,CUST_01853,savings,EUR,7112.55,2024-01-13,closed,2959.31
ACC_000250,CUST_04709,savings,EUR,5396.0,2022-02-23,active,1638.4299999999998
ACC_000251,CUST_03335,savings,USD,4843.72,2025-06-06,active,3439.35
ACC_000252,CUST_04121,checking,EUR,1092.9,2025-05-11,active,3421.85
ACC_000253,CUST_04204,checking,USD,1132.85,2022-11-27,suspended,1368.79
ACC_000254,CUST_02049,checking,EUR,6169.8,2021-07-18,suspended,6320.97
ACC_000255,CUST_03961,savings,EUR,5237.65,2022-03-22,closed,6267.7
ACC_000256,CUST_03774,savings,EUR,5141.5,2023-09-01,,4453.650000000001
ACC_000257,CUST_02112,savings,EUR,5858.12,2023-08-30,suspended,15631.06
ACC_000258,CUST_01805,savings,EUR,-810.23,2023-08-24,closed,5072.28
ACC_000259,CUST_02892,savings,USD,8045.43,2022-03-07,closed,4851.0
ACC_000260,CUST_02033,checking,GBP,3932.3,2022-05-04,closed,7240.8
ACC_000261,CUST_02801,savings,USD,8508.94,2022-11-20,active,6713.34
ACC_000262,CUST_03903,checking,EUR,-1024.97,2024-01-17,active,7722.05
ACC_000263,CUST_04699,checking,GBP,,2022-05-19,suspended,3297.22
ACC_000264,CUST_01557,checking,USD,6678.74,2025-07-17,active,4472.52
ACC_000265,CUST_01923,savings,EUR,541.6,2021-12-01,active,4698.68
ACC_000266,CUST_01877,savings,GBP,3082.23,2022-06-24,suspended,3083.15
ACC_000267,CUST_02916,savings,GBP,1821.48,2023-04-07,active,10931.9
ACC_000268,CUST_00642,checking,USD,7589.64,2021-09-16,active,4925.99
ACC_000269,CUST_04435,savings,EUR,5926.67,2025-03-29,closed,6535.56
ACC_000270,CUST_02583,checking,USD,9796.55,2024-01-21,closed,5280.32
ACC_000271,CUST_04020,savings,USD,5608.86,2025-07-26,closed,3488.7599999999998
ACC_000272,CUST_03259,savings,USD,7196.73,2021-04-21,active,10036.66
ACC_000273,CUST_00443,checking,EUR,8516.03,2023-01-08,,9924.12
ACC_000274,CUST_00266,checking,EUR,6663.28,2023-06-22,suspended,8065.7
ACC_000275,CUST_01431,checking,GBP,3847.45,2024-01-11,suspended,9127.31
ACC_000276,CUST_04245,checking,EUR,3289.12,2021-03-10,suspended,2088.96
ACC_000277,CUST_00068,savings,USD,,2022-09-14,active,7990.42
ACC_000278,CUST_03108,savings,EUR,7389.75,2025-06-15,closed,7580.1900000000005
ACC_000279,CUST_02127,savings,USD,2701.69,2025-07-22,closed,4979.46
ACC_000280,CUST_01942,checking,EUR,,2023-02-16,suspended,7404.81
ACC_000281,CUST_02810,checking,GBP,5967.9,2024-01-17,closed,3352.3399999999997
ACC_000282,CUST_03472,savings,EUR,1240.08,2021-07-26,suspended,1773.88
ACC_000283,CUST_03049,checking,EUR,6810.61,2021-12-03,closed,5789.88
ACC_000284,CUST_03692,savings,USD,5425.76,2025-06-05,active,8680.89
ACC_000285,CUST_04717,savings,GBP,3348.43,,suspended,5789.6900000000005
ACC_000286,CUST_99999,savings,USD,5382.29,2025-02-04,closed,5024.06
ACC_000287,CUST_03120,savings,GBP,3465.05,2022-03-22,suspended,-990802.25
ACC_000288,CUST_01225,checking,GBP,,,active,11476.720000000001
ACC_000289,CUST_03453,checking,GBP,4496.12,2023-01-08,suspended,5693.47
ACC_000290,CUST_04235,checking,EUR,410.23,2024-03-03,closed,3784.9
ACC_000291,CUST_02055,savings,EUR,4585.89,2025-02-21,active,6203.61
ACC_000292,CUST_01338,savings,GBP,3671.95,2021-07-01,closed,6276.08
ACC_000293,CUST_03903,savings,EUR,6906.76,2022-01-20,suspended,3482.33
ACC_000294,CUST_02741,checking,EUR,7639.31,2024-09-06,closed,3050.2799999999997
ACC_000295,CUST_04590,checking,EUR,3472.99,2024-10-11,active,8054.049999999999
ACC_000296,CUST_03373,savings,EUR,2631.81,2022-05-14,suspended,9882.89
ACC_000297,CUST_99999,savings,USD,-40.46,2021-09-16,suspended,7356.17
ACC_000298,CUST_04410,savings,EUR,2557.89,2025-04-17,closed,16969.02
ACC_000299,CUST_02663,checking,USD,4030.19,2022-03-17,closed,3792.13
ACC_000300,CUST_00642,checking,USD,982.21,2022-10-08,closed,9696.02
ACC_000301,CUST_03799,savings,GBP,7679.41,2022-06-25,suspended,663.45
ACC_000302,CUST_02763,checking,USD,5786.49,2024-03-27,suspended,6714.299999999999
ACC_000303,CUST_04682,checking,GBP,4638.75,2025-05-13,active,4927.24
ACC_000304,CUST_01327,checking,GBP,4949.99,2026-02-16,closed,2461.66
ACC_000305,CUST_02595,checking,USD,5918.13,2023-08-06,closed,5502.41
ACC_000306,CUST_04959,checking,EUR,6899.28,2021-04-02,closed,4506.89
ACC_000307,CUST_02975,checking,EUR,7427.02,2025-10-12,active,4780.6900000000005
ACC_000308,CUST_01506,savings,GBP,4072.61,2021-10-20,suspended,4072.57
ACC_000309,CUST_01922,checking,USD,4574.2,2021-07-13,suspended,1616.5700000000002
ACC_000310,CUST_00655,savings,GBP,5518.91,2021-11-30,closed,7989.0
ACC_000311,CUST_00843,savings,GBP,4451.72,2023-10-07,closed,6895.6
ACC_000312,CUST_04492,savings,GBP,7616.95,2024-05-11,closed,6161.61
ACC_000313,CUST_04292,savings,GBP,8681.97,2025-02-15,closed,10120.42
ACC_000314,CUST_01272,savings,USD,6032.22,2023-11-06,closed,5033.22
ACC_000315,CUST_02534,savings,GBP,2275.43,2024-10-19,suspended,2305.52
ACC_000316,CUST_02327,checking,USD,6525.2,2021-10-10,active,4902.68
ACC_000317,CUST_01075,savings,GBP,6151.1,2024-06-26,active,5196.59
ACC_000318,CUST_02923,checking,EUR,2023.87,2025-06-08,closed,4423.74
ACC_000319,CUST_04428,checking,USD,6147.8,2022-05-25,closed,2941.51
ACC_000320,CUST_01106,savings,USD,3367.43,2024-02-18,suspended,4627.3099999999995
ACC_000321,CUST_03740,checking,USD,7238.28,2023-05-06,suspended,4349.97
ACC_000322,CUST_04372,checking,EUR,6500.81,2022-02-18,closed,9778.84
ACC_000323,CUST_04420,savings,GBP,5668.96,2025-07-28,closed,6733.78
ACC_000324,CUST_02522,checking,EUR,5115.64,2025-05-12,closed,13280.74
ACC_000325,CUST_01275,checking,GBP,-1400.12,2022-03-27,active,11241.69
ACC_000326,CUST_04287,savings,EUR,1357.17,2025-10-09,closed,7427.87
ACC_000327,CUST_03843,savings,USD,4607.6,2021-07-22,closed,9463.58
ACC_000328,CUST_03908,checking,GBP,9558.15,2021-10-25,closed,6056.51
ACC_000329,CUST_02399,savings,GBP,6694.04,2022-01-18,suspended,1819.02
ACC_000330,CUST_03060,savings,EUR,10442.14,2021-07-17,suspended,10906.7
ACC_000331,CUST_03580,checking,GBP,5248.96,2022-10-20,active,4940.19
ACC_000332,CUST_03192,checking,GBP,4907.45,2022-04-05,closed,11255.14
ACC_000333,CUST_00648,checking,USD,9275.38,2022-12-30,active,8485.8
ACC_000334,CUST_04232,checking,EUR,4522.36,2024-12-14,suspended,9959.25
ACC_000335,CUST_04357,checking,EUR,2040.59,2023-10-31,active,7223.4
ACC_000336,CUST_00560,savings,GBP,5950.26,2021-05-12,closed,4715.7
ACC_000337,CUST_00904,checking,USD,8367.54,2022-12-14,closed,1910.0600000000002
ACC_000338,CUST_02229,checking,GBP,2522.16,2023-12-22,closed,2670.54
ACC_000339,CUST_00158,savings,GBP,6767.13,2025-12-16,suspended,8164.7
